"user_id","rank","track","artists","album","release_date","track_url","timeframe"
"12180399177",6,Love/Paranoia,Tame Impala,Currents,,https://open.spotify.com/track/5h9hkYIBWTZYFRmF6Iz1gt,Medium
"12180399177",7,Be Above It - Live,Tame Impala,Live Versions,,https://open.spotify.com/track/1ByluhDIW0cUGOzt76a2H3,Medium
"12180399177",8,"3am",HONNE,Gone Are the Days (Shimokita Import),,https://open.spotify.com/track/1WH96QFPIhxlnATR0K90KX,Medium
"12180399177",9,PPP,Beach House,Depression Cherry,,https://open.spotify.com/track/38PTaSqKcn1NKafQRdXSby,Medium
"12180399177",10,Alien Days,MGMT,MGMT,,https://open.spotify.com/track/33rOTAUrmU6RTu3WsJLp5Q,Medium
"12180399177",11,Herewego,Jinsang,Life,,https://open.spotify.com/track/3pAodxg6pppHSGadyQcf4M,Medium
"12180399177",12,Monday Loop,Tomppabeats,Harbor,,https://open.spotify.com/track/1NE3RGTUNgdptVMfKQFoK8,Medium
"12180399177",13,Denmark / Van Gogh & Gone,Psychedelic Porn Crumpets,"High Visceral, Pt. 1",,https://open.spotify.com/track/7sP57RtB31LWReHyQ02RxX,Medium
"12180399177",14,I Was A Window,SASAMI; Dustin Payseur,SASAMI,,https://open.spotify.com/track/0UC7mR34BwAZKZ5hvDBCKK,Medium
"12180399177",15,Summer Crush,Tomppabeats,Harbor,,https://open.spotify.com/track/0ac2BxpvOntMSC5zfLzU2i,Medium
"12180399177",16,Woolen Mittens,Tomppabeats,Harbor,,https://open.spotify.com/track/1yb24R5jxfBUYWGUAkMCnV,Medium
"12180399177",17,You & I,One Direction,Midnight Memories (Deluxe),,https://open.spotify.com/track/2afCBiru10AFckfOa49wIa,Medium
"12180399177",18,Lucidity,Tame Impala,InnerSpeaker,,https://open.spotify.com/track/4EC81w5nKG5tZlkHyKT2vO,Medium
"12180399177",19,Nothing,Bruno Major,To Let A Good Thing Die,,https://open.spotify.com/track/2IAR0DziHCjSu16gR4ihvy,Medium
"12180399177",20,We Find Love,Daniel Caesar,Freudian,,https://open.spotify.com/track/1TPLsNVlofwX1txcE9gZZF,Medium
"12180399177",21,Bliss,Jinsang,Life,,https://open.spotify.com/track/0Sual1ICmnvv1bZ8IEZsS5,Medium
"12180399177",22,Lost In Yesterday,Tame Impala,The Slow Rush,,https://open.spotify.com/track/5JWPUEov2wlX7c0jhYZpeB,Medium
"12180399177",23,I Live All Alone,Tomppabeats,Harbor,,https://open.spotify.com/track/3DjQenFETencniwLRFFYU8,Medium
"12180399177",24,"sincerely, yours",Nohidea,osho,,https://open.spotify.com/track/3gV0E3N4uOcoNsbxLkGWkp,Medium
"12180399177",25,So in Luv,Tomppabeats,Harbor,,https://open.spotify.com/track/4zs3fzcmoHMerI0izvRBNn,Medium
"12180399177",26,Like Someone in Love,Tomppabeats,Harbor,,https://open.spotify.com/track/5YLoMlx2fVu3CVF6FwilRc,Medium
"12180399177",27,Smile,Tomppabeats,Harbor,,https://open.spotify.com/track/7pGqMXv6XPpXEoYNdSsy6x,Medium
"12180399177",28,Always Forever,Cults,Static,,https://open.spotify.com/track/2enPRFda84VE2wtI8c86Uf,Medium
"12180399177",29,[oops],potsu,[oops],,https://open.spotify.com/track/7JgZbix8xDasAhbn3N7eIF,Medium
"12180399177",30,Space Song,Beach House,Depression Cherry,,https://open.spotify.com/track/1ujxjsoNvh4XgS2fUNwkZ2,Medium
"12180399177",31,Metanoia,MGMT,Metanoia,,https://open.spotify.com/track/3nGH8NtCcvUmMBXljXvyEi,Medium
"12180399177",32,I'll Be Your Mirror,The Velvet Underground; Nico,The Velvet Underground & Nico 45th Anniversary,,https://open.spotify.com/track/4PINSJIlBWsnVeveicq1S8,Medium
"12180399177",34,Pretty Thoughts,Alina Baraz; Galimatias,Urban Flora EP,,https://open.spotify.com/track/7CVND4bJzxcNdOCWX2StdC,Long
"12180399177",33,This Is Our Life Now (feat. Curtismith),Sleep Talker; Curtismith,This Is Our Life Now (feat. Curtismith),,https://open.spotify.com/track/5XmurW2YHw29JsSW9ecwpc,Medium
"12180399177",34,Helicopter,Deerhunter,Halcyon Digest,,https://open.spotify.com/track/6cqXhzuVIH4Hm2CkF7ZN21,Medium
"12180399177",35,Far Away,Tomppabeats,Harbor,,https://open.spotify.com/track/0kuTRDo4UHRH1UM9ycnMCh,Medium
"12180399177",36,Levitation,Beach House,Depression Cherry,,https://open.spotify.com/track/5icLsBPRCR8VkN1mMVzxDB,Medium
"12180399177",37,Locket,Crumb,Locket,,https://open.spotify.com/track/0bxcUgWlOURkU6lZt4zog0,Medium
"12180399177",38,Silver,Caribou,Our Love,,https://open.spotify.com/track/6aIJ5Tc5BtiPSQc6Ago1Y6,Medium
"12180399177",39,Powerlines,Tame Impala,Currents B-Sides & Remixes,,https://open.spotify.com/track/7nmtH3cyqEmKz8F09V60yO,Medium
"12180399177",40,Lemon Glow,Beach House,"7",,https://open.spotify.com/track/7pD6katrwWH7H3Xt8cIZS9,Medium
"12180399177",41,Swimming in the Skies,Varsh; Ben Variyan,Swimming in the Skies,,https://open.spotify.com/track/0FmWT6puRQ286VU4ZzBGB3,Medium
"12180399177",42,Eskimo Kiss,Tomppabeats,Harbor,,https://open.spotify.com/track/2KbJiplupltguNJJw5o7lj,Medium
"12180399177",43,Lips,Tomppabeats,Harbor,,https://open.spotify.com/track/2L7WNTO1ZzuEZrh9F7AhP4,Medium
"12180399177",44,Breathe (In the Air),Pink Floyd,The Dark Side of the Moon,,https://open.spotify.com/track/2ctvdKmETyOzPb2GiJJT53,Medium
"12180399177",45,Starlight,Jai Wolf; Mr Gabriel,Starlight,,https://open.spotify.com/track/4Dnss7a0Fobyvw2aWBnDzm,Medium
"12180399177",46,Without You Tonight,Tomppabeats,Harbor,,https://open.spotify.com/track/4dNYc97QYzSa8SUWUDzvIq,Medium
"12180399177",47,Distance,Jinsang,Life,,https://open.spotify.com/track/516hVIP5l9QV4b9rqngwmF,Medium
"12180399177",48,Rain Jacket over a Puddle,Tomppabeats,Harbor,,https://open.spotify.com/track/51m4kWVa8sLBhn4fucgPcd,Medium
"12180399177",49,Return,Jinsang,Life,,https://open.spotify.com/track/79nzylQOgSrJ2q4UpnrHid,Medium
"12180399177",50,In Your Arms,Sunbeam Sound Machine,Wonderer,,https://open.spotify.com/track/07A0whlnYwfWfLQy4qh3Tq,Medium
"12180399177",1,The Less I Know The Better,Tame Impala,Currents,,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ,Long
"12180399177",2,Cheapest Flight,PREP,Cheapest Flight,,https://open.spotify.com/track/7yj6i3TaFhBvxbLGejrvfw,Long
"12180399177",3,Best Friend,Rex Orange County,Best Friend,,https://open.spotify.com/track/47Bg6IrMed1GPbxRgwH2aC,Long
"12180399177",4,The Trouble With Us,Marcus Marr; Nick Murphy,The Trouble With Us,,https://open.spotify.com/track/60bBoLe9ocxO3zrb0mRO4k,Long
"12180399177",5,Myth,Beach House,Bloom,,https://open.spotify.com/track/2vAts2sr7wl8NJwd8qmUEo,Long
"12180399177",6,Sycamore Girl,Rex Orange County,Apricot Princess,,https://open.spotify.com/track/3ijXR4yXgN43eF54uK7oos,Long
"12180399177",7,Feel It Still - Medasin Remix,Portugal. The Man; Medasin,Feel It Still (Medasin Remix),,https://open.spotify.com/track/4m6ObZmZ7wnyrKtmLvlyVE,Long
"12180399177",8,Always Forever,Cults,Static,,https://open.spotify.com/track/2enPRFda84VE2wtI8c86Uf,Long
"12180399177",9,waves - Tame Impala Remix,Miguel; Tame Impala,Rogue Waves,,https://open.spotify.com/track/3lB0GMiI5KxDbTOG8V3bOx,Long
"12180399177",10,Pachelbel Meets U2,Jon Schmidt,Winter Serenade,,https://open.spotify.com/track/50iBH5FebHr6Lq1xxlhub9,Long
"12180399177",11,Feels Like We Only Go Backwards,Tame Impala,Lonerism,,https://open.spotify.com/track/6vTtMyCg96xwpoIBws9K0Q,Long
"12180399177",12,Japanese Denim,Daniel Caesar,Get You - Single,,https://open.spotify.com/track/1boXOL0ua7N2iCOUVI1p9F,Long
"12180399177",13,Scared Money,NxWorries; Anderson .Paak; Knxwledge,Yes Lawd!,,https://open.spotify.com/track/10domQBk5oAdI8thuGJqUJ,Long
"12180399177",14,Terraform,Mutual Benefit,The Space Project,,https://open.spotify.com/track/6azQ7bKpP21nkbUAdq092R,Long
"12180399177",15,Sunflower,Rex Orange County,Sunflower,,https://open.spotify.com/track/4EpZ4eYuZOwPSSwyqpdHnJ,Long
"12180399177",16,Eventually,Tame Impala,Currents,,https://open.spotify.com/track/04GyFGGvAyItrPfeV0HNj2,Long
"12180399177",17,Childs Play (feat. Chance the Rapper),SZA; Chance the Rapper,Z,,https://open.spotify.com/track/7GPstnufSTScEaw9dMxO9H,Long
"12180399177",18,Dat $tick,Rich Brian,Dat $tick,,https://open.spotify.com/track/4bdJHQp90ymjEIkkYhcENB,Long
"12180399177",19,Get You (feat. Kali Uchis),Daniel Caesar; Kali Uchis,Freudian,,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ,Long
"12180399177",20,Amphitrites Lost,The Holydrug Couple,The Space Project,,https://open.spotify.com/track/2BnkFf23jItG9T6pAa9W8I,Long
"12180399177",21,Golden,Parade of Lights,Feeling Electric,,https://open.spotify.com/track/4Hqlo1XhohWyonvWJ2U3Mn,Long
"12180399177",22,Best Part (feat. Daniel Caesar),H.E.R.; Daniel Caesar,H.E.R.,,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,Long
"12180399177",23,We Find Love,Daniel Caesar,Freudian,,https://open.spotify.com/track/1TPLsNVlofwX1txcE9gZZF,Long
"12180399177",24,Take a Walk,Passion Pit,Gossamer,,https://open.spotify.com/track/4Sfa7hdVkqlM8UW5LsSY3F,Long
"12180399177",25,Loving Is Easy,Rex Orange County; Benny Sings,Loving Is Easy,,https://open.spotify.com/track/5EYi2rH4LYs6M21ZLOyQTx,Long
"12180399177",26,Bliss,Ilya,Bliss,,https://open.spotify.com/track/5zoCFucCGfUTB1u2LJ4buu,Long
"12180399177",27,Shutdown,Skepta,Konnichiwa,,https://open.spotify.com/track/1CireMJYXN8Rw4u1HG5GFZ,Long
"12180399177",28,Too Good,Drake; Rihanna,Views,,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew,Long
"12180399177",29,Full Circle,Quinn XCII,Full Circle,,https://open.spotify.com/track/2uHSDyFByIUeTUAxZCTRp0,Long
"12180399177",30,Eventually,Tame Impala,Currents,,https://open.spotify.com/track/5M4yti0QxgqJieUYaEXcpw,Long
"12180399177",31,Weight in Gold - Louis Futon,Gallant; Louis Futon,Weight in Gold (The Remixes),,https://open.spotify.com/track/7xsdtQsh9LsEbozDga5X8D,Long
"12180399177",32,The Less I Know The Better,Tame Impala,Currents,,https://open.spotify.com/track/4g3Ax56IslQkI6XVfYKVc5,Long
"12180399177",33,Saw You in a Dream,The Japanese House,Saw You in a Dream,,https://open.spotify.com/track/3dcu0TMrxtPUMrCFxCNPbD,Long
"12180399177",35,Burning Up,Marianas Trench,Astoria,,https://open.spotify.com/track/7IoQLNtrwne6UqaO0cyIMW,Long
"12180399177",36,For Free,DJ Khaled; Drake,For Free,,https://open.spotify.com/track/0lDBERpbbSfh3og8dSszfj,Long
"12180399177",37,Feels Like We Only Go Backwards,Tame Impala,Lonerism,,https://open.spotify.com/track/0LtOwyZoSNZKJWHqjzADpW,Long
"12180399177",38,Dog Days Are Over,Florence + The Machine,Lungs (Deluxe Version),,https://open.spotify.com/track/456WNXWhDwYOSf5SpTuqxd,Long
"12180399177",39,Pink Matter,Frank Ocean; André 3000,channel ORANGE (Explicit Version),,https://open.spotify.com/track/0C3W4yLCuyUxIEwkSpBO8H,Long
"12180399177",40,Fantasy,Dye,Taki 183,,https://open.spotify.com/track/0FlEFGqwvLmJzZ2PcYrA2D,Long
"12180399177",41,Broke,Samm Henshaw,Broke,,https://open.spotify.com/track/1JqcZQCnxjDOfZZwQidb1H,Long
"12180399177",42,Do U Dirty,Kehlani,Do U Dirty,,https://open.spotify.com/track/0ZYIfoHRbEidPGBFJHUL1r,Long
"12180399177",43,Feel No Ways,Drake,Views,,https://open.spotify.com/track/6H7b2XG2xcpctrl602BwGl,Long
"12180399177",44,Where the Sky Hangs,Passion Pit,Kindred,,https://open.spotify.com/track/7GyDcM22nxCJHcQa11fbYk,Long
"12180399177",45,Herewego,Jinsang,Life,,https://open.spotify.com/track/2j6oIWdY822loY4xJ8Gs55,Long
"12180399177",46,September 22nd,Brock Berrigan,Four Walls and an Amplifier,,https://open.spotify.com/track/5AN9utKqlXPSv4TXHSLpC3,Long
"12180399177",47,Focus,H.E.R.,H.E.R.,,https://open.spotify.com/track/3tZs3nVjySLbL320lP4mvs,Long
"12180399177",48,There She Go,Garren Sean,"GARREN, LP",,https://open.spotify.com/track/5NAsayJ95IyU7B9zpPSb4P,Long
"12180399177",49,Piledriver waltz,Alex Turner,Submarine - Original Songs From The Film By Alex Turner,,https://open.spotify.com/track/3s5ogvexUgA6XjNj37zpnP,Long
"12180399177",50,Come Through and Chill,Salaam Remi; Miguel,Come Through and Chill,,https://open.spotify.com/track/0PrMdfjz1heOHdQsLWtxGH,Long
"12153521253",1,Can We Kiss Forever?,Kina; Adriana Proenza,Can We Kiss Forever?,"2018-08-31",https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,Short
"12153521253",2,Don't Matter - Recorded at Spotify Studios NYC,Lauv,Spotify Singles,"2017-07-19",https://open.spotify.com/track/4a00SVbdG6saNqRJlC4XKQ,Short
"12153521253",3,Break My Heart Again,FINNEAS,Blood Harmony (Deluxe),"2020-08-07",https://open.spotify.com/track/7gGBgh0bVxHPgZjA505bo9,Short
"12153521253",4,Never Not,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/4fFfyouye6vrX9o9z4PVMu,Short
"12153521253",5,I Like Me Better - Recorded at Spotify Studios NYC,Lauv,Spotify Singles,"2017-07-19",https://open.spotify.com/track/2uQNcZYa0SEbfW4cj0d9OS,Short
"12153521253",6,Chasing Fire,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/2zXRAZvUb2B5PzJGwCtFe0,Short
"12153521253",7,Sweatpants,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/4sRryr1aCDIbVdj2LnBwsR,Short
"12153521253",8,Easy Love,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/732Sqj2piYPhdMPENP4axz,Short
"12153521253",9,Who (feat. BTS),Lauv; BTS,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/2qG81jL9UIP54uS8gYyP4k,Short
"12153521253",10,Love Like That,Lauv,~how i'm feeling~ (the extras),"2019-12-20",https://open.spotify.com/track/23tJmuwvUOa2kTsOlNMWCS,Short
"12153521253",11,Invisible Things,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/1ShHhJlzaLuoZbJ3aP4z0m,Short
"12153521253",12,Come Back Home,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/6Dno7FrbG6vnTm9KfjFwf6,Short
"12153521253",13,There's No Way (feat. Julia Michaels),Lauv; Julia Michaels,There's No Way,"2018-09-27",https://open.spotify.com/track/0WTN7om3lHG3yYMigwzBxl,Short
"12153521253",14,Sweet & Sour (feat. Lauv & Tyga),Jawsh 685; Lauv; Tyga,Sweet & Sour (feat. Lauv & Tyga),"2020-09-04",https://open.spotify.com/track/3ZWhRS2EJVL5B0IEzkcvZa,Short
"12153521253",15,Sincerity Is Scary,The 1975,A Brief Inquiry Into Online Relationships,"2018-11-30",https://open.spotify.com/track/6HguG9HRb1Ke1bhihfE4m8,Short
"12153521253",16,Easy,Troye Sivan,In A Dream,"2020-08-21",https://open.spotify.com/track/3gzIK2dGSVvPBiohsTwEWZ,Short
"12153521253",17,In And Out Of Love,Oh Wonder,No One Else Can Wear Your Crown (Deluxe),"2020-02-14",https://open.spotify.com/track/4QyZIfWEPguemQ0tHyteyn,Short
"12153521253",18,Adrenaline,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/4nxMHRNNfrOZWg8NAKXnV8,Short
"12153521253",19,For Now,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/0PxJmAlyKcRdd1r9FvDbTn,Short
"12153521253",20,Mean It,Lauv; LANY,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/3uc8AGNL0KbvISIrjnfRvN,Short
"12153521253",21,Tell My Mama,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/1CJvFjaXKz2yuQWzICeIRo,Short
"12153521253",22,Lonely Eyes,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/5qhHm4dN4L2dhRb2TfzGPw,Short
"12153521253",23,LOVE AGAIN,Daniel Caesar; Brandy,CASE STUDY 01,"2019-06-28",https://open.spotify.com/track/2fhePAlCSsJplwkjqMYpVm,Short
"12153521253",24,July,Noah Cyrus,THE END OF EVERYTHING,"2020-05-15",https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB,Short
"12153521253",25,Sims - Miquela Remix,Lauv; Miquela,~how i'm feeling~ (the extras),"2019-12-20",https://open.spotify.com/track/1uxP6Vw86pAvlnuLUSWLll,Short
"12153521253",26,Drugs & The Internet,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/4VM8y5Tx6UBxzfuLvYrhFf,Short
"12153521253",27,Fake,Lauv; Conan Gray,Fake,"2020-10-13",https://open.spotify.com/track/4Gt2kh3QbAGU6yquOWn4aW,Short
"12153521253",28,Superhero,Lauv,Superhero,"2018-08-30",https://open.spotify.com/track/1Fo4OvzP9PThFKMeMIAEYu,Short
"12153521253",29,Question,Lauv; Travis Mills,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/6mDoM5FGbr1Or5nY9pTnLy,Short
"12153521253",30,Changes,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/7cDpMO5wuWgvv3j4INRBeB,Short
"12153521253",31,Billy,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/5N6lOKp69X4aa61FGvoBTU,Short
"12153521253",32,Comfortable,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/05fmLn8tNYb3ijIH2jCLPb,Short
"12153521253",33,Feelings,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/0s26En1JoJhVj32vizElpA,Short
"12153521253",34,Sad Forever,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/1DVWkJEjgVStgU2EbR9vpz,Short
"12153521253",35,I Like Me Better,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,Short
"12153521253",36,Make It Right (feat. Lauv),BTS; Lauv,Make It Right (feat. Lauv),"2019-10-18",https://open.spotify.com/track/314ZkcV7oLWG8yWE7LABvH,Short
"12153521253",37,The Story Never Ends,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/3u5bTqHMM1P34ZkbwzdckV,Short
"12153521253",38,Julia,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/4Gyo5XZzmZawnpqaRRedKu,Short
"12153521253",39,Slow Grenade,Ellie Goulding; Lauv,Slow Grenade,"2020-06-30",https://open.spotify.com/track/5z8uLrYMcUVvzTV28twt44,Short
"12153521253",40,Time Alone With You (feat. Daniel Caesar),Jacob Collier; Daniel Caesar,Time Alone With You (feat. Daniel Caesar),"2019-11-29",https://open.spotify.com/track/04jVEb76Kw5OrmGtlXlHxI,Short
"12153521253",41,With Me,Sum 41,Underclass Hero,"2007-01-01",https://open.spotify.com/track/1OTvWduKQV0MQd2gnGM9He,Short
"12153521253",42,All Caps,Madvillain; Madlib; MF DOOM,Madvillainy,"2004-03-24",https://open.spotify.com/track/1Y2ExJJ9Dmb9po8K0ybSj3,Short
"12153521253",43,Breathe,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/373q2bp4ZvyJ9kFZcpJSMs,Short
"12153521253",44,Made to Fall in Love,Daniel Caesar,Spotify Singles,"2020-05-13",https://open.spotify.com/track/44MHQm2WIvsAXg14WKpCQp,Short
"12153521253",45,Getting Over You,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/4G4gtvlaFaI6v6wWD8UvqL,Short
"12153521253",46,ENTROPY,Daniel Caesar,CASE STUDY 01,"2019-06-28",https://open.spotify.com/track/795p3jKj5stjPf8IFpZkdD,Short
"12153521253",47,Complicated,Olivia O'Brien,Complicated,"2015-08-09",https://open.spotify.com/track/0jllH0usRFD4LJkJnGK9Lf,Short
"12153521253",48,Honesty,Pink Sweat$,Honesty (Jersey Club Remix),"2020-09-03",https://open.spotify.com/track/487kVkJYUzaFcpKciBcTQP,Short
"12153521253",49,SUPERPOSITION,Daniel Caesar; John Mayer,CASE STUDY 01,"2019-06-28",https://open.spotify.com/track/45PxuJqJBnPXZKLxoo9Apj,Short
"12153521253",50,The Other,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/0EAzlhtMYxRb6wbi6KnPjC,Short
"12153521253",32,Superhero,Lauv,Superhero,"2018-08-30",https://open.spotify.com/track/1Fo4OvzP9PThFKMeMIAEYu,Medium
"12153521253",33,Sweatpants,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/4sRryr1aCDIbVdj2LnBwsR,Medium
"12153521253",34,Can We Kiss Forever?,Kina; Adriana Proenza,Can We Kiss Forever?,"2018-08-31",https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne,Medium
"12153521253",35,The Story Never Ends,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/3u5bTqHMM1P34ZkbwzdckV,Medium
"12153521253",36,I Like Me Better,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,Medium
"12153521253",37,Love Somebody,Lauv,Without You,"2020-07-10",https://open.spotify.com/track/7LEMGMfmJDd1iLsGD9eV5l,Medium
"12153521253",38,Fake,Lauv; Conan Gray,Fake,"2020-10-13",https://open.spotify.com/track/4Gt2kh3QbAGU6yquOWn4aW,Medium
"12153521253",39,"fuck, i'm lonely (with Anne-Marie)",Lauv; Anne-Marie,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/09PGubKAMryhOWv1LHpCYz,Medium
"12153521253",40,Must Have Been The Wind,Alec Benjamin,These Two Windows,"2020-05-29",https://open.spotify.com/track/6lERHAmBCZmgODv3OYENXi,Medium
"12153521253",41,Changes,Lauv,~how i'm feeling~,"2020-03-06",https://open.spotify.com/track/7cDpMO5wuWgvv3j4INRBeB,Medium
"12153521253",42,In And Out Of Love,Oh Wonder,No One Else Can Wear Your Crown (Deluxe),"2020-02-14",https://open.spotify.com/track/4QyZIfWEPguemQ0tHyteyn,Medium
"12153521253",43,if i were u (with Lauv),blackbear; Lauv,if i were u (with Lauv),"2020-08-19",https://open.spotify.com/track/0CF1RH8dQKuK2lQPSQw2lZ,Medium
"12153521253",44,Modern Loneliness - Vaundy Remix,Lauv; Vaundy,~how i'm feeling~ (the extras),"2019-12-20",https://open.spotify.com/track/1wHdWpoAQA8BfYpDSpz309,Medium
"12153521253",45,Reforget,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/7FLQuyyCaIrBRqNt5l83U4,Medium
"12153521253",46,LOVE AGAIN,Daniel Caesar; Brandy,CASE STUDY 01,"2019-06-28",https://open.spotify.com/track/2fhePAlCSsJplwkjqMYpVm,Medium
"12153521253",47,This Must Be My Dream,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it","2016-02-26",https://open.spotify.com/track/42PHzFk7j5Jo2Rtj78JsWV,Medium
"12153521253",48,A Different Way (with Lauv),DJ Snake; Lauv,A Different Way (with Lauv),"2017-09-21",https://open.spotify.com/track/1YMBg7rOjxzbya0fPOYfNX,Medium
"12153521253",49,Question,Lauv; Travis Mills,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/6mDoM5FGbr1Or5nY9pTnLy,Medium
"12153521253",50,Comfortable,Lauv,I met you when I was 18. (the playlist),"2018-05-31",https://open.spotify.com/track/05fmLn8tNYb3ijIH2jCLPb,Medium
"12153521253",1,Tired Boy,Joey Pecoraro,Tired Boy,"2017-02-22",https://open.spotify.com/track/4SkTfsjWUy2rp40d2Ayfmv,Long
"12153521253",2,Best Part (feat. H.E.R.),Daniel Caesar; H.E.R.,Freudian,"2017-08-25",https://open.spotify.com/track/1RMJOxR6GRPsBHL8qeC2ux,Long
"12153521253",3,Girlfriend,Jon Mcxro,The Fifth Of Never - Gold Cup Edition,"2012-05-29",https://open.spotify.com/track/21cEse3PJxwXCRqsh2Xk47,Long
"12153521253",4,Your Eyes,Joey Pecoraro,Little Pear,"2015-08-14",https://open.spotify.com/track/70AvqwCfLnKMj3HvJDCXyW,Long
"12153521253",5,Fly on the Wall,Joey Pecoraro,Little Pear,"2015-08-14",https://open.spotify.com/track/5wyfaZpVP0lAuEWG9xJ3yA,Long
"12120382831",1,Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink; Brent Faiyaz; Shy Glizzy,At What Cost,"2017-03-24",https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg,Long
"12120382831",2,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",A$AP Rocky; Moby; T.I.; Kid Cudi,TESTING,"2018-05-25",https://open.spotify.com/track/3oHkMCVJyOcjg5FhfLc2Rq,Long
"12120382831",3,晴天,Jay Chou,葉惠美,"2003-07-31",https://open.spotify.com/track/0F02KChKwbcQ3tk4q1YxLH,Long
"12120382831",4,pick up the phone,Young Thug; Travis Scott,Birds In The Trap Sing McKnight,"2016-09-16",https://open.spotify.com/track/20dP2DaMHIAmwWAbp7peSr,Long
"12120382831",5,Fight Night,Migos,No Label II,"2014-06-03",https://open.spotify.com/track/2n5gVJ9fzeX2SSWlLQuyS9,Long
"12120382831",6,RNP (feat. Anderson .Paak),Cordae; Anderson .Paak,The Lost Boy,"2019-07-26",https://open.spotify.com/track/5lw8Mgb4LyhriPIC86gV6e,Long
"12120382831",7,Slide (feat. Frank Ocean & Migos),Calvin Harris; Frank Ocean; Migos,Slide (feat. Frank Ocean & Migos),"2017-02-24",https://open.spotify.com/track/6gpcs5eMhJwax4mIfKDYQk,Long
"12120382831",8,OKRA,"Tyler, The Creator",OKRA,"2018-03-30",https://open.spotify.com/track/74ZovzRxHBvCq5yIwe8boh,Long
"12120382831",9,Icha Gicha (feat. Pharrell Williams),Kap G; Pharrell Williams,SupaJefe,"2017-04-14",https://open.spotify.com/track/5z24Bwwfp6xtCh7sSvCOJi,Long
"12120382831",10,珊瑚海,Jay Chou; Lara Liang,"11月的蕭邦","2005-11-01",https://open.spotify.com/track/4JY5s40ymnG18f6wxQtzPw,Long
"12120382831",11,SICKO MODE,Travis Scott,ASTROWORLD,"2018-08-03",https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,Long
"12120382831",12,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd; Swae Lee; Slim Jxmmi; Juicy J,SR3MM,"2018-05-04",https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci,Long
"12120382831",13,Sundress,A$AP Rocky,Sundress,"2018-11-20",https://open.spotify.com/track/2aPTvyE09vUCRwVvj0I8WK,Long
"12120382831",14,Takeaway (feat. Lennon Stella),The Chainsmokers; ILLENIUM; Lennon Stella,World War Joy...Takeaway,"2019-07-24",https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe,Long
